"","Number_of_mu_Land_Cultivated_lastyear","Total_Income_From_Crops_lastyear","Value_of_Crops_Consumed_lastyear","Yuan_Spent_Raising_Crops_lastyear","Year","HHid","Province","UR","Total_Value_From_Crops_lastyear","CI","time","ratio","logmu","logratio","Y"
"3298",8,15000,3000,400,11,422204004,"Hubei","Rural",18000,"Inland",5,49.9375780274657,2.09186406167839,3.91277428369725,9.79813259241842
"3299",14,15000,3000,3100,0,422204005,"Hubei","Rural",18000,"Inland",1,221.270521056388,2.64617479738412,5.39983786351611,9.79813259241842
"3300",16,20000,2000,4500,2,422204005,"Hubei","Rural",22000,"Inland",2,281.07432854466,2.77881927199042,5.63897486325366,9.99880227778467
"3301",15,26000,3000,7000,5,422204005,"Hubei","Rural",29000,"Inland",3,466.355762824783,2.71469474382088,6.14516318797699,10.2750545572385
"3302",16,32000,3000,6800,7,422204005,"Hubei","Rural",35000,"Inland",4,424.73454091193,2.77881927199042,6.05169977762012,10.4631061976103
"3303",10,8000,2000,2500,0,422204010,"Hubei","Rural",10000,"Inland",1,249.75024975025,2.31253542384721,5.52086173739047,9.21035037192618
"3304",10,10800,900,4900,5,422204010,"Hubei","Rural",11700,"Inland",3,489.51048951049,2.31253542384721,6.19361015562239,9.36735266775787
"3305",10,21000,1600,5800,7,422204010,"Hubei","Rural",22600,"Inland",4,579.420579420579,2.31253542384721,6.36220117452299,10.0257096100293
"3306",8,17000,1400,5500,11,422204010,"Hubei","Rural",18400,"Inland",5,686.641697877653,2.09186406167839,6.53195823589999,9.82011137836492
"3307",4,5000,1000,800,0,422204012,"Hubei","Rural",6000,"Inland",1,199.501246882793,1.41098697371026,5.29632161076563,8.69953141473797
"3308",5,9000,1600,1420,5,422204012,"Hubei","Rural",10600,"Inland",3,283.433133732535,1.62924053973028,5.64732899017469,9.26861871401792
"3309",4,4000,2000,3000,7,422204012,"Hubei","Rural",6000,"Inland",4,748.129675810474,1.41098697371026,6.61770998406584,8.69953141473797
"3310",6,10000,10000,3000,11,422204012,"Hubei","Rural",20000,"Inland",5,499.168053244592,1.80828877117927,6.21314313237242,9.90349255252363
"3311",10,7600,1500,2000,0,422204014,"Hubei","Rural",9100,"Inland",1,199.8001998002,2.31253542384721,5.2978182410066,9.11604068145555
"3312",7,8400,2000,3200,5,422204014,"Hubei","Rural",10400,"Inland",3,456.490727532097,1.96009478404727,6.12378742625063,9.24957070046785
"3313",11,21000,2300,9600,7,422204014,"Hubei","Rural",23300,"Inland",4,871.934604904632,2.40694510831829,6.77082910764523,10.0562129313901
"3314",10,12000,300,2000,11,422204014,"Hubei","Rural",12300,"Inland",5,199.8001998002,2.31253542384721,5.2978182410066,9.41736267140876
"3315",12,12000,2100,2800,0,422204019,"Hubei","Rural",14100,"Inland",1,233.139050791007,2.4932054526027,5.45206389667927,9.55393716853969
"3316",6,14000,4000,3000,5,422204019,"Hubei","Rural",18000,"Inland",3,499.168053244592,1.80828877117927,6.21314313237242,9.79813259241842
"3317",6,11500,2000,1800,7,422204019,"Hubei","Rural",13500,"Inland",4,299.500831946755,1.80828877117927,5.70245102849754,9.51045237180649
"3318",7,6000,3000,1700,0,422204020,"Hubei","Rural",9000,"Inland",1,242.510699001427,1.96009478404727,5.49145809694487,9.10499096736774
"3319",2,3000,1200,700,5,422204020,"Hubei","Rural",4200,"Inland",3,348.258706467662,0.741937344729377,5.85323271461194,8.34286361351183
"3320",3,1200,2500,1000,7,422204020,"Hubei","Rural",3700,"Inland",4,332.225913621262,1.1314021114911,5.80611615492994,8.21611512529412
"3321",2,3000,1000,1000,11,422204020,"Hubei","Rural",4000,"Inland",5,497.512437810945,0.741937344729377,6.20982153671336,8.29407463978953
"3322",10,9000,3500,3500,0,422204041,"Hubei","Rural",12500,"Inland",1,349.65034965035,2.31253542384721,5.85721961326017,9.43349192325839
"3323",9,14000,4000,800,2,422204041,"Hubei","Rural",18000,"Inland",2,88.7902330743618,2.2082744135228,4.48740227230394,9.79813259241842
"3324",15,20000,2000,7000,5,422204041,"Hubei","Rural",22000,"Inland",3,466.355762824783,2.71469474382088,6.14516318797699,9.99880227778467
"3325",9,3000,1000,10000,11,422204041,"Hubei","Rural",4000,"Inland",5,1109.87791342952,2.2082744135228,7.01209539629718,8.29407463978953
"3326",5,3000,1300,1000,0,422204045,"Hubei","Rural",4300,"Inland",1,199.600798403194,1.62924053973028,5.29682023842676,8.36639355722519
"3327",4,4000,500,300,5,422204045,"Hubei","Rural",4500,"Inland",3,74.8129675810474,1.41098697371026,4.31632700746077,8.41185489773372
"3328",5,6000,3500,2100,7,422204045,"Hubei","Rural",9500,"Inland",4,419.161676646707,1.62924053973028,6.03849525158967,9.15905760384902
"3329",8,12000,1000,6000,11,422204045,"Hubei","Rural",13000,"Inland",5,749.063670411985,2.09186406167839,6.61895747821959,9.47271232872178
"3330",10,12000,1800,4500,0,422204046,"Hubei","Rural",13800,"Inland",1,449.55044955045,2.31253542384721,6.10847050213863,9.53243111749585
"3331",8,11000,2000,2000,2,422204046,"Hubei","Rural",13000,"Inland",2,249.687890137328,2.09186406167839,5.5206121182831,9.47271232872178
"3332",10,11000,1000,3100,5,422204046,"Hubei","Rural",12000,"Inland",3,309.69030969031,2.31253542384721,5.73589564824989,9.39267026206875
"3333",8,16000,4000,6400,7,422204046,"Hubei","Rural",20000,"Inland",4,799.001248439451,2.09186406167839,6.68348765668611,9.90349255252363
"3334",5,5200,900,1500,0,422204047,"Hubei","Rural",6100,"Inland",1,299.40119760479,1.62924053973028,5.70211841622795,8.71606044346965
"3335",3,3000,2000,500,2,422204047,"Hubei","Rural",5000,"Inland",2,166.112956810631,1.1314021114911,5.1132698385321,8.51721319121624
"3336",4,5500,550,2500,5,422204047,"Hubei","Rural",6050,"Inland",3,623.441396508728,1.41098697371026,6.43541515667511,8.70783007981391
"3337",4,8000,1600,3600,7,422204047,"Hubei","Rural",9600,"Inland",4,897.755610972569,1.41098697371026,6.80000926581133,9.16952879406834
"3338",15,30000,2000,8000,11,422204047,"Hubei","Rural",32000,"Inland",5,532.978014656895,2.71469474382088,6.27866778241723,10.373494306777
"3339",12,15000,25000,4500,5,422204123,"Hubei","Rural",40000,"Inland",3,374.687760199833,2.4932054526027,5.9263598929469,10.5966372330929
"3340",11,20000,2000,8000,7,422204123,"Hubei","Rural",22000,"Inland",4,726.61217075386,2.40694510831829,6.58853048545793,9.99880227778467
"3341",13,25000,5000,5000,11,422204123,"Hubei","Rural",30000,"Inland",5,384.319754035357,2.57261223020711,5.95173506504567,10.3089559939721
"3342",3,2500,800,240,0,422302005,"Hubei","Rural",3300,"Inland",1,79.734219269103,1.1314021114911,4.37995222543782,8.10170805002575
"3343",3,2400,400,400,2,422302005,"Hubei","Rural",2800,"Inland",2,132.890365448505,1.1314021114911,4.89027668536103,7.93741040981127
"3344",3,0,1500,600,5,422302005,"Hubei","Rural",1500,"Inland",3,199.335548172757,1.1314021114911,5.29549111732938,7.31328705153484
"3345",2,1200,2000,210,7,422302005,"Hubei","Rural",3200,"Inland",4,104.477611940299,0.741937344729377,4.64992949373448,8.07093733829955
"3346",2,3000,500,600,0,422302012,"Hubei","Rural",3500,"Inland",1,298.507462686567,0.741937344729377,5.69912987704519,8.16054681849792
"3347",3,800,600,100,2,422302012,"Hubei","Rural",1400,"Inland",2,33.2225913621262,1.1314021114911,3.50623558624714,7.24429894162388
"3348",2,0,1800,600,5,422302012,"Hubei","Rural",1800,"Inland",3,298.507462686567,0.741937344729377,5.69912987704519,7.49559749789666
"3349",2,6000,4000,1500,2,422302016,"Hubei","Rural",10000,"Inland",2,746.268656716418,0.741937344729377,6.61521965604212,9.21035037192618
"3350",3,1500,900,1200,5,422302016,"Hubei","Rural",2400,"Inland",3,398.671096345515,1.1314021114911,5.98838755889522,7.78326568213467
"3351",1,0,200,100,11,422302016,"Hubei","Rural",200,"Inland",5,99.009900990099,0.0953101798043249,4.5962293454281,5.29881724158969
"3352",2,1100,1100,400,0,422302018,"Hubei","Rural",2200,"Inland",1,199.004975124378,0.741937344729377,5.29383219882615,7.69625809285884
"3353",3,3000,2000,1000,2,422302018,"Hubei","Rural",5000,"Inland",2,332.225913621262,1.1314021114911,5.80611615492994,8.51721319121624
"3354",2,0,1400,1000,5,422302018,"Hubei","Rural",1400,"Inland",3,497.512437810945,0.741937344729377,6.20982153671336,7.24429894162388
"3355",3,1500,1100,980,2,422302019,"Hubei","Rural",2600,"Inland",2,325.581395348837,1.1314021114911,5.78591958860227,7.86330518480841
"3356",10,7000,2000,1000,5,422302019,"Hubei","Rural",9000,"Inland",3,99.9000999000999,2.31253542384721,4.60517118498859,9.10499096736774
"3357",1,1200,2300,300,7,422302019,"Hubei","Rural",3500,"Inland",4,297.029702970297,0.0953101798043249,5.69416875381019,8.16054681849792
"3358",3,2000,1000,500,0,422302061,"Hubei","Rural",3000,"Inland",1,166.112956810631,1.1314021114911,5.1132698385321,8.00640090042804
"3359",2,1800,1800,400,2,422302061,"Hubei","Rural",3600,"Inland",2,199.004975124378,0.741937344729377,5.29383219882615,8.18871690183618
"3360",1,0,1000,200,5,422302061,"Hubei","Rural",1000,"Inland",3,198.019801980198,0.0953101798043249,5.28887190822528,6.90785527398247
"3361",5,3000,1000,2000,5,422302082,"Hubei","Rural",4000,"Inland",3,399.201596806387,1.62924053973028,5.98971701307542,8.29407463978953
"3362",12,8000,800,3000,7,422302082,"Hubei","Rural",8800,"Inland",4,249.791840133222,2.4932054526027,5.52102818477968,9.0825183640381
"3363",4,0,4000,1600,11,422302082,"Hubei","Rural",4000,"Inland",5,399.002493765586,1.41098697371026,5.9892182605082,8.29407463978953
"3364",14,8000,2000,3000,0,422303001,"Hubei","Rural",10000,"Inland",1,214.132762312634,2.64617479738412,5.36706309829077,9.21035037192618
"3365",9,7000,6000,1000,2,422303001,"Hubei","Rural",13000,"Inland",2,110.987791342952,2.2082744135228,4.71032080170504,9.47271232872178
"3366",5,7000,3000,2000,5,422303001,"Hubei","Rural",10000,"Inland",3,399.201596806387,1.62924053973028,5.98971701307542,9.21035037192618
"3367",6,5200,1300,2000,11,422303001,"Hubei","Rural",6500,"Inland",5,332.778702163062,1.80828877117927,5.80777816585388,8.77957284038077
"3368",7,3000,1200,500,0,422303003,"Hubei","Rural",4200,"Inland",1,71.3266761768902,1.96009478404727,4.26867141549132,8.34286361351183
"3369",2,6000,3000,1000,5,422303003,"Hubei","Rural",9000,"Inland",3,497.512437810945,0.741937344729377,6.20982153671336,9.10499096736774
"3370",3,6500,1500,2000,11,422303003,"Hubei","Rural",8000,"Inland",5,664.451827242525,1.1314021114911,6.49911286945731,8.98720932058385
"3371",7,3000,1000,500,0,422303005,"Hubei","Rural",4000,"Inland",1,71.3266761768902,1.96009478404727,4.26867141549132,8.29407463978953
"3372",10,7000,1000,1000,2,422303005,"Hubei","Rural",8000,"Inland",2,99.9000999000999,2.31253542384721,4.60517118498859,8.98720932058385
"3373",4,6000,2000,2000,5,422303005,"Hubei","Rural",8000,"Inland",3,498.753117206983,1.41098697371026,6.21231169812617,8.98720932058385
"3374",7,4000,1300,1600,0,422303006,"Hubei","Rural",5300,"Inland",1,228.245363766049,1.96009478404727,5.43085923623264,8.57548096728674
"3375",2,5000,2000,300,2,422303006,"Hubei","Rural",7000,"Inland",2,149.253731343284,0.741937344729377,5.00631752823542,8.8536797136497
"3376",3,0,5000,1000,11,422303006,"Hubei","Rural",5000,"Inland",5,332.225913621262,1.1314021114911,5.80611615492994,8.51721319121624
"3377",9,8000,5000,1100,0,422303007,"Hubei","Rural",13000,"Inland",1,122.086570477248,2.2082744135228,4.80554914280341,9.47271232872178
"3378",8,5000,4000,800,2,422303007,"Hubei","Rural",9000,"Inland",2,99.8751560549313,2.09186406167839,4.60492171567121,9.10499096736774
"3379",0.3,0,500,200,11,422303007,"Hubei","Rural",500,"Inland",5,645.161290322581,-0.916290731874155,6.46965533603972,6.21480807842486
"3380",7,5000,1000,1000,0,422303008,"Hubei","Rural",6000,"Inland",1,142.65335235378,1.96009478404727,4.9611183323499,8.69953141473797
"3381",8,5000,2000,1200,2,422303008,"Hubei","Rural",7000,"Inland",2,149.812734082397,2.09186406167839,5.01005335201679,8.8536797136497
"3382",2,0,2000,500,5,422303008,"Hubei","Rural",2000,"Inland",3,248.756218905473,0.741937344729377,5.51687529557086,7.60095245829212
"3383",5,3000,1200,1100,0,422303009,"Hubei","Rural",4200,"Inland",1,219.560878243513,1.62924053973028,5.3920848945472,8.34286361351183
"3384",10,5000,2000,3000,2,422303009,"Hubei","Rural",7000,"Inland",2,299.7002997003,2.31253542384721,5.70311658533544,8.8536797136497
"3385",5,8000,2000,1000,7,422303009,"Hubei","Rural",10000,"Inland",4,199.600798403194,1.62924053973028,5.29682023842676,9.21035037192618
"3386",6,4600,15002,2000,11,422303009,"Hubei","Rural",19602,"Inland",5,332.778702163062,1.80828877117927,5.80777816585388,9.88339198233636
"3387",3,3000,1200,500,0,422303012,"Hubei","Rural",4200,"Inland",1,166.112956810631,1.1314021114911,5.1132698385321,8.34286361351183
"3388",2,1000,400,300,2,422303012,"Hubei","Rural",1400,"Inland",2,149.253731343284,0.741937344729377,5.00631752823542,7.24429894162388
"3389",3,1000,2000,300,5,422303012,"Hubei","Rural",3000,"Inland",3,99.6677740863787,1.1314021114911,4.60284522622629,8.00640090042804
"3390",1,1500,600,500,7,422303012,"Hubei","Rural",2100,"Inland",4,495.049504950495,0.0953101798043249,6.20485974716977,7.64974024162538
"3391",7,3700,600,1200,0,422303015,"Hubei","Rural",4300,"Inland",1,171.184022824536,1.96009478404727,5.14332313083733,8.36639355722519
"3392",7,5800,2000,2000,2,422303015,"Hubei","Rural",7800,"Inland",2,285.306704707561,1.96009478404727,5.65391519708481,8.96189183310832
"3393",4,3000,2000,1000,5,422303015,"Hubei","Rural",5000,"Inland",3,249.376558603491,1.41098697371026,5.51936495728465,8.51721319121624
"3394",1,1800,270,600,11,422303015,"Hubei","Rural",2070,"Inland",5,594.059405940594,0.0953101798043249,6.38714764352985,7.63535219427131
"3395",10,6500,1200,2800,0,422303016,"Hubei","Rural",7700,"Inland",1,279.72027972028,2.31253542384721,5.63414753894827,8.94898859477043
"3396",4,2800,2500,1800,2,422303016,"Hubei","Rural",5300,"Inland",2,448.877805486284,1.41098697371026,6.10697345553227,8.57548096728674
"3397",1,800,800,300,5,422303016,"Hubei","Rural",1600,"Inland",3,297.029702970297,0.0953101798043249,5.69416875381019,7.37782140627483
"3398",3,4000,1200,500,11,422303016,"Hubei","Rural",5200,"Inland",5,166.112956810631,1.1314021114911,5.1132698385321,8.55643313515384
"3399",2,1000,600,300,0,422303017,"Hubei","Rural",1600,"Inland",1,149.253731343284,0.741937344729377,5.00631752823542,7.37782140627483
"3400",1,800,500,300,2,422303017,"Hubei","Rural",1300,"Inland",2,297.029702970297,0.0953101798043249,5.69416875381019,7.17019646356812
"3401",2,1000,1200,300,5,422303017,"Hubei","Rural",2200,"Inland",3,149.253731343284,0.741937344729377,5.00631752823542,7.69625809285884
"3402",2,800,2000,500,7,422303017,"Hubei","Rural",2800,"Inland",4,248.756218905473,0.741937344729377,5.51687529557086,7.93741040981127
"3403",8,3600,1300,1100,0,422303018,"Hubei","Rural",4900,"Inland",1,137.328339575531,2.09186406167839,4.92310261452863,8.49701089205374
"3404",4,4500,2000,2000,2,422303018,"Hubei","Rural",6500,"Inland",2,498.753117206983,1.41098697371026,6.21231169812617,8.77957284038077
"3405",2,1500,1500,500,5,422303018,"Hubei","Rural",3000,"Inland",3,248.756218905473,0.741937344729377,5.51687529557086,8.00640090042804
"3406",28,2500,2300,1500,11,422303018,"Hubei","Rural",4800,"Inland",5,53.5523027490182,3.3357695763397,3.98252438985212,8.4763920300123
"3407",3,2500,2500,400,0,422304007,"Hubei","Rural",5000,"Inland",1,132.890365448505,1.1314021114911,4.89027668536103,8.51721319121624
"3408",1,800,800,300,2,422304007,"Hubei","Rural",1600,"Inland",2,297.029702970297,0.0953101798043249,5.69416875381019,7.37782140627483
"3409",1,0,1100,60,5,422304007,"Hubei","Rural",1100,"Inland",3,59.4059405940594,0.0953101798043249,4.08607614948468,7.00315636374539
"3410",1,1200,500,200,2,422304008,"Hubei","Rural",1700,"Inland",2,198.019801980198,0.0953101798043249,5.28887190822528,7.43844235184368
"3411",1,500,1200,60,5,422304008,"Hubei","Rural",1700,"Inland",3,59.4059405940594,0.0953101798043249,4.08607614948468,7.43844235184368
"3412",2,600,2000,100,7,422304008,"Hubei","Rural",2600,"Inland",4,49.7512437810945,0.741937344729377,3.9090434465699,7.86330518480841
"3413",16,9500,3000,1200,0,422304013,"Hubei","Rural",12500,"Inland",1,74.9531542785759,2.77881927199042,4.3181965862246,9.43349192325839
"3414",1,300,80,100,2,422304013,"Hubei","Rural",380,"Inland",2,99.009900990099,0.0953101798043249,4.5962293454281,5.9404343759952
"3415",6,4000,2000,900,7,422304013,"Hubei","Rural",6000,"Inland",4,149.750415973378,1.80828877117927,5.0096375696906,8.69953141473797
"3416",3,100,2000,200,0,422304014,"Hubei","Rural",2100,"Inland",1,66.4451827242525,1.1314021114911,4.19788115640976,7.64974024162538
"3417",1,7100,1000,300,2,422304014,"Hubei","Rural",8100,"Inland",2,297.029702970297,0.0953101798043249,5.69416875381019,8.99963168626333
"3418",1,0,1200,400,5,422304014,"Hubei","Rural",1200,"Inland",3,396.039603960396,0.0953101798043249,5.98176668438205,7.0901601656374
"3419",0.8,0,2000,500,11,422304014,"Hubei","Rural",2000,"Inland",5,617.283950617284,-0.105360515657826,6.42549111661726,7.60095245829212
"3420",1,1000,800,1200,0,422304019,"Hubei","Rural",1800,"Inland",1,1188.11881188119,0.0953101798043249,7.08021066804778,7.49559749789666
"3421",1,700,700,90,2,422304019,"Hubei","Rural",1400,"Inland",2,89.1089108910891,0.0953101798043249,4.49098093247867,7.24429894162388
"3422",3,1000,1000,800,7,422304019,"Hubei","Rural",2000,"Inland",4,265.78073089701,1.1314021114911,5.58304782814286,7.60095245829212
"3423",1,200,200,70,0,422401004,"Hubei","Rural",400,"Inland",1,69.3069306930693,0.0953101798043249,4.23998672842086,5.99171451586319
"3424",2,2000,2000,300,2,422401004,"Hubei","Rural",4000,"Inland",2,149.253731343284,0.741937344729377,5.00631752823542,8.29407463978953
"3425",1,0,3000,200,5,422401004,"Hubei","Rural",3000,"Inland",3,198.019801980198,0.0953101798043249,5.28887190822528,8.00640090042804
"3426",3,3000,3000,350,0,422401005,"Hubei","Rural",6000,"Inland",1,116.279069767442,1.1314021114911,4.75685270613456,8.69953141473797
"3427",3,3000,3000,400,2,422401005,"Hubei","Rural",6000,"Inland",2,132.890365448505,1.1314021114911,4.89027668536103,8.69953141473797
"3428",2,0,3000,200,5,422401005,"Hubei","Rural",3000,"Inland",3,99.5024875621891,0.741937344729377,4.60118713980266,8.00640090042804
"3429",5,200,1100,20,0,422401006,"Hubei","Rural",1300,"Inland",1,3.99201596806387,1.62924053973028,1.40903775034566,7.17019646356812
"3430",3,2000,2000,300,2,422401006,"Hubei","Rural",4000,"Inland",2,99.6677740863787,1.1314021114911,4.60284522622629,8.29407463978953
"3431",1,0,3000,150,5,422401006,"Hubei","Rural",3000,"Inland",3,148.514851485149,0.0953101798043249,5.00135806998924,8.00640090042804
"3432",2,2500,2500,200,0,422401012,"Hubei","Rural",5000,"Inland",1,99.5024875621891,0.741937344729377,4.60118713980266,8.51721319121624
"3433",1,1500,1500,100,2,422401012,"Hubei","Rural",3000,"Inland",2,99.009900990099,0.0953101798043249,4.5962293454281,8.00640090042804
"3434",1,0,2000,100,5,422401012,"Hubei","Rural",2000,"Inland",3,99.009900990099,0.0953101798043249,4.5962293454281,7.60095245829212
"3435",2,2000,2000,100,0,422401015,"Hubei","Rural",4000,"Inland",1,49.7512437810945,0.741937344729377,3.9090434465699,8.29407463978953
"3436",1,300,300,150,2,422401015,"Hubei","Rural",600,"Inland",2,148.514851485149,0.0953101798043249,5.00135806998924,6.39709630799547
